   6.2836724e-01   6.4741311e-01   7.2457858e-01   7.4525091e-01   7.5458042e-01   5.2688772e-01   6.5695123e-01   5.8232368e-01   7.4138995e-01   6.2984218e-01   1.0000000e+00   7.2440261e-01   7.2135555e-01   7.7764930e-01   6.5646949e-01   8.6994230e-01   8.0497656e-01   7.6536875e-01   7.3997873e-01   8.0769202e-01   8.3213393e-01   7.2531260e-01   8.0828476e-01   7.1167531e-01   8.2241055e-01   7.1424784e-01   7.4866306e-01   8.0830515e-01   7.3450091e-01   7.6913534e-01
   7.8545409e-01   8.1143680e-01   8.2026978e-01   7.7172518e-01   8.9531465e-01   7.1266424e-01   8.8138367e-01   7.0046265e-01   7.5860845e-01   7.5778651e-01   7.2440261e-01   1.0000000e+00   8.8597592e-01   8.0668336e-01   7.3796144e-01   8.2111301e-01   7.8003412e-01   9.5520142e-01   9.1883409e-01   9.1983115e-01   8.1025223e-01   8.0806481e-01   8.4154058e-01   8.5577523e-01   8.9067071e-01   8.6548291e-01   8.9481427e-01   8.5945844e-01   7.9957001e-01   9.3655670e-01
   8.3589574e-01   8.7373542e-01   8.9764492e-01   7.6093137e-01   8.3161739e-01   6.7755105e-01   9.2546981e-01   7.6373534e-01   7.2536370e-01   6.0659588e-01   7.2135555e-01   8.8597592e-01   1.0000000e+00   7.1162148e-01   5.4272073e-01   7.5212068e-01   6.3832877e-01   8.5717710e-01   8.7899059e-01   8.9323683e-01   7.8958442e-01   7.1950140e-01   8.4208878e-01   7.1782969e-01   8.6824855e-01   8.3461402e-01   9.1613141e-01   8.6440650e-01   7.5984949e-01   9.2303847e-01
   6.4754900e-01   6.2466926e-01   6.9312474e-01   7.1139293e-01   7.4475511e-01   6.5291319e-01   6.4968605e-01   5.8734445e-01   6.8394894e-01   8.5066522e-01   7.7764930e-01   8.0668336e-01   7.1162148e-01   1.0000000e+00   7.9247016e-01   8.0595061e-01   8.5503946e-01   7.9008934e-01   8.2096159e-01   8.5768031e-01   7.9440547e-01   8.1514247e-01   8.0769649e-01   8.4930377e-01   8.5052780e-01   8.0779468e-01   7.6800890e-01   8.0678527e-01   7.5836770e-01   7.7595648e-01
   4.8347362e-01   3.4314417e-01   5.8753966e-01   6.0216716e-01   6.2165970e-01   5.4905414e-01   5.4467416e-01   4.1376354e-01   6.6229872e-01   8.5071790e-01   6.5646949e-01   7.3796144e-01   5.4272073e-01   7.9247016e-01   1.0000000e+00   6.8014551e-01   8.0650810e-01   7.5683378e-01   7.1486054e-01   7.2915713e-01   7.9599016e-01   7.8061288e-01   6.8519386e-01   8.0953090e-01   7.5028943e-01   7.0164104e-01   6.6463615e-01   6.6923560e-01   6.8378960e-01   6.7659599e-01
   6.8134056e-01   7.0715645e-01   7.4366314e-01   7.9813860e-01   8.2915953e-01   6.9538158e-01   7.1351616e-01   6.2070307e-01   7.6502719e-01   7.3639440e-01   8.6994230e-01   8.2111301e-01   7.5212068e-01   8.0595061e-01   6.8014551e-01   1.0000000e+00   8.7779085e-01   8.3015817e-01   7.6518574e-01   8.1421289e-01   8.3386274e-01   7.9733990e-01   8.6904768e-01   7.9866782e-01   8.3021203e-01   7.5325680e-01   8.1815530e-01   8.0431742e-01   7.6891371e-01   8.5270415e-01
   6.0176961e-01   5.6802478e-01   6.9021349e-01   7.4473560e-01   7.3446284e-01   5.9890568e-01   6.4788689e-01   5.2168549e-01   7.4990942e-01   7.7383179e-01   8.0497656e-01   7.8003412e-01   6.3832877e-01   8.5503946e-01   8.0650810e-01   8.7779085e-01   1.0000000e+00   7.7677789e-01   7.1568688e-01   7.7718305e-01   8.5476644e-01   8.7436822e-01   8.2301837e-01   7.8996996e-01   8.1909781e-01   7.5010610e-01   7.5590049e-01   7.8392044e-01   8.0023411e-01   7.7760334e-01
   7.6542001e-01   7.6888941e-01   8.3742831e-01   7.7884981e-01   9.1468003e-01   7.2303105e-01   8.6050871e-01   7.1987671e-01   8.0711525e-01   7.5789264e-01   7.6536875e-01   9.5520142e-01   8.5717710e-01   7.9008934e-01   7.5683378e-01   8.3015817e-01   7.7677789e-01   1.0000000e+00   9.0693392e-01   9.2262344e-01   8.4840609e-01   7.9575676e-01   8.2868332e-01   8.5922017e-01   8.9593899e-01   8.4330596e-01   8.9120281e-01   8.7991147e-01   8.0061730e-01   9.3392821e-01
   8.1664600e-01   7.4925857e-01   8.2049536e-01   7.1833126e-01   8.2238659e-01   6.5716917e-01   8.4126954e-01   7.5988296e-01   7.2507466e-01   6.9101456e-01   7.3997873e-01   9.1883409e-01   8.7899059e-01   8.2096159e-01   7.1486054e-01   7.6518574e-01   7.1568688e-01   9.0693392e-01   1.0000000e+00   9.5862566e-01   8.2368913e-01   7.9804475e-01   8.2658928e-01   8.7890386e-01   9.3912271e-01   8.8489050e-01   9.0301290e-01   8.6081738e-01   8.0539054e-01   9.1551810e-01
   7.7419071e-01   7.7450543e-01   8.3803627e-01   7.8688283e-01   8.6623845e-01   6.4620776e-01   8.5580904e-01   7.4818566e-01   7.9859070e-01   7.3551906e-01   8.0769202e-01   9.1983115e-01   8.9323683e-01   8.5768031e-01   7.2915713e-01   8.1421289e-01   7.7718305e-01   9.2262344e-01   9.5862566e-01   1.0000000e+00   8.7130959e-01   8.3046701e-01   8.7653328e-01   8.6912070e-01   9.6291012e-01   9.2244306e-01   9.1723028e-01   9.1225431e-01   8.3954925e-01   9.2685873e-01
   7.0736201e-01   6.3316300e-01   8.3886100e-01   8.3786120e-01   7.5856586e-01   6.5015575e-01   7.5694451e-01   6.6968770e-01   8.1919328e-01   7.7088212e-01   8.3213393e-01   8.1025223e-01   7.8958442e-01   7.9440547e-01   7.9599016e-01   8.3386274e-01   8.5476644e-01   8.4840609e-01   8.2368913e-01   8.7130959e-01   1.0000000e+00   9.2707682e-01   8.7894346e-01   8.2836002e-01   9.1338199e-01   8.6294733e-01   8.5560388e-01   8.8211640e-01   9.1106589e-01   8.8006982e-01
   7.0877447e-01   6.1162168e-01   7.7374261e-01   7.5470367e-01   7.2301594e-01   7.1326908e-01   7.3368328e-01   6.6142013e-01   7.2288298e-01   7.8574074e-01   7.2531260e-01   8.0806481e-01   7.1950140e-01   8.1514247e-01   7.8061288e-01   7.9733990e-01   8.7436822e-01   7.9575676e-01   7.9804475e-01   8.3046701e-01   9.2707682e-01   1.0000000e+00   8.0860604e-01   8.2085216e-01   8.9016989e-01   8.4151371e-01   7.8378832e-01   8.2501491e-01   9.1722836e-01   8.3057270e-01
   7.0179766e-01   6.9498939e-01   7.8949581e-01   8.4500512e-01   7.6050867e-01   5.7663316e-01   7.3856726e-01   6.1414845e-01   7.7349910e-01   7.3391046e-01   8.0828476e-01   8.4154058e-01   8.4208878e-01   8.0769649e-01   6.8519386e-01   8.6904768e-01   8.2301837e-01   8.2868332e-01   8.2658928e-01   8.7653328e-01   8.7894346e-01   8.0860604e-01   1.0000000e+00   8.4516870e-01   8.6495993e-01   8.6992028e-01   9.1526674e-01   8.3312967e-01   7.8166306e-01   9.0369645e-01
   6.5154031e-01   6.0318424e-01   6.5800709e-01   7.3206124e-01   7.6061037e-01   6.5896356e-01   6.6444601e-01   5.9475983e-01   7.3929519e-01   8.5479856e-01   7.1167531e-01   8.5577523e-01   7.1782969e-01   8.4930377e-01   8.0953090e-01   7.9866782e-01   7.8996996e-01   8.5922017e-01   8.7890386e-01   8.6912070e-01   8.2836002e-01   8.2085216e-01   8.4516870e-01   1.0000000e+00   8.7716261e-01   8.6503734e-01   8.3104033e-01   7.6934912e-01   7.5813411e-01   8.4663458e-01
   7.5290578e-01   7.4918146e-01   8.3309722e-01   8.1682839e-01   8.4985208e-01   6.7287828e-01   8.3773201e-01   7.3315496e-01   8.1046461e-01   7.5307275e-01   8.2241055e-01   8.9067071e-01   8.6824855e-01   8.5052780e-01   7.5028943e-01   8.3021203e-01   8.1909781e-01   8.9593899e-01   9.3912271e-01   9.6291012e-01   9.1338199e-01   8.9016989e-01   8.6495993e-01   8.7716261e-01   1.0000000e+00   9.3049910e-01   9.0900717e-01   9.0364147e-01   8.8509446e-01   9.2713582e-01
   6.9605592e-01   7.0555710e-01   7.6755545e-01   8.0896021e-01   8.0675830e-01   6.1500514e-01   7.7920767e-01   6.5180487e-01   7.9954300e-01   7.7023865e-01   7.1424784e-01   8.6548291e-01   8.3461402e-01   8.0779468e-01   7.0164104e-01   7.5325680e-01   7.5010610e-01   8.4330596e-01   8.8489050e-01   9.2244306e-01   8.6294733e-01   8.4151371e-01   8.6992028e-01   8.6503734e-01   9.3049910e-01   1.0000000e+00   8.9028493e-01   8.3739308e-01   8.3436830e-01   8.9203838e-01
   8.2509678e-01   8.0962628e-01   8.7387191e-01   7.9567931e-01   8.5523267e-01   6.6077474e-01   8.8158029e-01   7.1555833e-01   8.4189409e-01   6.8436139e-01   7.4866306e-01   8.9481427e-01   9.1613141e-01   7.6800890e-01   6.6463615e-01   8.1815530e-01   7.5590049e-01   8.9120281e-01   9.0301290e-01   9.1723028e-01   8.5560388e-01   7.8378832e-01   9.1526674e-01   8.3104033e-01   9.0900717e-01   8.9028493e-01   1.0000000e+00   8.7250674e-01   8.0179321e-01   9.7013054e-01
   7.5419722e-01   8.0739960e-01   8.6930814e-01   8.2294762e-01   8.7666943e-01   6.9502363e-01   8.7596797e-01   6.9836445e-01   7.9369576e-01   7.1764503e-01   8.0830515e-01   8.5945844e-01   8.6440650e-01   8.0678527e-01   6.6923560e-01   8.0431742e-01   7.8392044e-01   8.7991147e-01   8.6081738e-01   9.1225431e-01   8.8211640e-01   8.2501491e-01   8.3312967e-01   7.6934912e-01   9.0364147e-01   8.3739308e-01   8.7250674e-01   1.0000000e+00   8.3531649e-01   9.1231002e-01
   7.3751184e-01   6.7689386e-01   8.1776936e-01   7.4522371e-01   7.2642054e-01   6.6515583e-01   7.8754001e-01   7.4300278e-01   7.0125169e-01   6.8846692e-01   7.3450091e-01   7.9957001e-01   7.5984949e-01   7.5836770e-01   6.8378960e-01   7.6891371e-01   8.0023411e-01   8.0061730e-01   8.0539054e-01   8.3954925e-01   9.1106589e-01   9.1722836e-01   7.8166306e-01   7.5813411e-01   8.8509446e-01   8.3436830e-01   8.0179321e-01   8.3531649e-01   1.0000000e+00   8.5635403e-01
   8.3421086e-01   8.5264512e-01   8.8842918e-01   8.3702409e-01   9.0040016e-01   7.2803932e-01   9.1526518e-01   7.5961906e-01   8.2018873e-01   7.2626924e-01   7.6913534e-01   9.3655670e-01   9.2303847e-01   7.7595648e-01   6.7659599e-01   8.5270415e-01   7.7760334e-01   9.3392821e-01   9.1551810e-01   9.2685873e-01   8.8006982e-01   8.3057270e-01   9.0369645e-01   8.4663458e-01   9.2713582e-01   8.9203838e-01   9.7013054e-01   9.1231002e-01   8.5635403e-01   1.0000000e+00
