   1.0000000e+00   8.1344027e-01   8.7556751e-01   5.2141486e-01   7.4793565e-01   7.5186888e-01   8.7398204e-01   7.9307326e-01   6.1863748e-01   4.9353205e-01   6.2836724e-01   7.8545409e-01   8.3589574e-01   6.4754900e-01   4.8347362e-01   6.8134056e-01   6.0176961e-01   7.6542001e-01   8.1664600e-01   7.7419071e-01   7.0736201e-01   7.0877447e-01   7.0179766e-01   6.5154031e-01   7.5290578e-01   6.9605592e-01   8.2509678e-01   7.5419722e-01   7.3751184e-01   8.3421086e-01
   8.1344027e-01   1.0000000e+00   8.1085800e-01   6.9477749e-01   8.3798579e-01   6.6685012e-01   8.8926467e-01   7.3436364e-01   6.6399435e-01   4.9121877e-01   6.4741311e-01   8.1143680e-01   8.7373542e-01   6.2466926e-01   3.4314417e-01   7.0715645e-01   5.6802478e-01   7.6888941e-01   7.4925857e-01   7.7450543e-01   6.3316300e-01   6.1162168e-01   6.9498939e-01   6.0318424e-01   7.4918146e-01   7.0555710e-01   8.0962628e-01   8.0739960e-01   6.7689386e-01   8.5264512e-01
   8.7556751e-01   8.1085800e-01   1.0000000e+00   7.3129099e-01   8.0242261e-01   7.3129339e-01   8.9916982e-01   7.9557538e-01   7.0583228e-01   5.7513324e-01   7.2457858e-01   8.2026978e-01   8.9764492e-01   6.9312474e-01   5.8753966e-01   7.4366314e-01   6.9021349e-01   8.3742831e-01   8.2049536e-01   8.3803627e-01   8.3886100e-01   7.7374261e-01   7.8949581e-01   6.5800709e-01   8.3309722e-01   7.6755545e-01   8.7387191e-01   8.6930814e-01   8.1776936e-01   8.8842918e-01
   5.2141486e-01   6.9477749e-01   7.3129099e-01   1.0000000e+00   7.7224640e-01   5.1455367e-01   6.7972214e-01   5.7016605e-01   7.9139423e-01   7.1240899e-01   7.4525091e-01   7.7172518e-01   7.6093137e-01   7.1139293e-01   6.0216716e-01   7.9813860e-01   7.4473560e-01   7.7884981e-01   7.1833126e-01   7.8688283e-01   8.3786120e-01   7.5470367e-01   8.4500512e-01   7.3206124e-01   8.1682839e-01   8.0896021e-01   7.9567931e-01   8.2294762e-01   7.4522371e-01   8.3702409e-01
   7.4793565e-01   8.3798579e-01   8.0242261e-01   7.7224640e-01   1.0000000e+00   7.3424890e-01   8.7312839e-01   6.9658032e-01   8.1781803e-01   6.9819285e-01   7.5458042e-01   8.9531465e-01   8.3161739e-01   7.4475511e-01   6.2165970e-01   8.2915953e-01   7.3446284e-01   9.1468003e-01   8.2238659e-01   8.6623845e-01   7.5856586e-01   7.2301594e-01   7.6050867e-01   7.6061037e-01   8.4985208e-01   8.0675830e-01   8.5523267e-01   8.7666943e-01   7.2642054e-01   9.0040016e-01
   7.5186888e-01   6.6685012e-01   7.3129339e-01   5.1455367e-01   7.3424890e-01   1.0000000e+00   7.2822913e-01   6.2058985e-01   5.1303889e-01   7.3032930e-01   5.2688772e-01   7.1266424e-01   6.7755105e-01   6.5291319e-01   5.4905414e-01   6.9538158e-01   5.9890568e-01   7.2303105e-01   6.5716917e-01   6.4620776e-01   6.5015575e-01   7.1326908e-01   5.7663316e-01   6.5896356e-01   6.7287828e-01   6.1500514e-01   6.6077474e-01   6.9502363e-01   6.6515583e-01   7.2803932e-01
   8.7398204e-01   8.8926467e-01   8.9916982e-01   6.7972214e-01   8.7312839e-01   7.2822913e-01   1.0000000e+00   7.6044512e-01   7.1454381e-01   5.6712714e-01   6.5695123e-01   8.8138367e-01   9.2546981e-01   6.4968605e-01   5.4467416e-01   7.1351616e-01   6.4788689e-01   8.6050871e-01   8.4126954e-01   8.5580904e-01   7.5694451e-01   7.3368328e-01   7.3856726e-01   6.6444601e-01   8.3773201e-01   7.7920767e-01   8.8158029e-01   8.7596797e-01   7.8754001e-01   9.1526518e-01
   7.9307326e-01   7.3436364e-01   7.9557538e-01   5.7016605e-01   6.9658032e-01   6.2058985e-01   7.6044512e-01   1.0000000e+00   5.4770359e-01   4.3874408e-01   5.8232368e-01   7.0046265e-01   7.6373534e-01   5.8734445e-01   4.1376354e-01   6.2070307e-01   5.2168549e-01   7.1987671e-01   7.5988296e-01   7.4818566e-01   6.6968770e-01   6.6142013e-01   6.1414845e-01   5.9475983e-01   7.3315496e-01   6.5180487e-01   7.1555833e-01   6.9836445e-01   7.4300278e-01   7.5961906e-01
   6.1863748e-01   6.6399435e-01   7.0583228e-01   7.9139423e-01   8.1781803e-01   5.1303889e-01   7.1454381e-01   5.4770359e-01   1.0000000e+00   6.6367033e-01   7.4138995e-01   7.5860845e-01   7.2536370e-01   6.8394894e-01   6.6229872e-01   7.6502719e-01   7.4990942e-01   8.0711525e-01   7.2507466e-01   7.9859070e-01   8.1919328e-01   7.2288298e-01   7.7349910e-01   7.3929519e-01   8.1046461e-01   7.9954300e-01   8.4189409e-01   7.9369576e-01   7.0125169e-01   8.2018873e-01
   4.9353205e-01   4.9121877e-01   5.7513324e-01   7.1240899e-01   6.9819285e-01   7.3032930e-01   5.6712714e-01   4.3874408e-01   6.6367033e-01   1.0000000e+00   6.2984218e-01   7.5778651e-01   6.0659588e-01   8.5066522e-01   8.5071790e-01   7.3639440e-01   7.7383179e-01   7.5789264e-01   6.9101456e-01   7.3551906e-01   7.7088212e-01   7.8574074e-01   7.3391046e-01   8.5479856e-01   7.5307275e-01   7.7023865e-01   6.8436139e-01   7.1764503e-01   6.8846692e-01   7.2626924e-01
